gene,locus_capt,type,Stock_number,PA.site.number,insert.location,PA.group,treatment,collection.time,replicate,tray,row,column,plant_ID,rosette.diameter,bolt.at.collection,germination.day,Length.cm.,primary.length,upper.LR.count,mid.LR.count,lower.LR.count,upper.LR.length,mid.LR.length,lower.LR.length,LR.count,LR.density,mid.LR.density,lower.LR.density,ttl.LR.count,upper.LR.density,below.ground.mass.mg,above.ground.mass.mg,day.to.bolt,diameter.at.bolt,day.to.flower,day.to.mature,reprod.num,basal.fruit.length,mid.fruit.length,upper.fruit.length,inflorescence.height,mainbranch,basal.branch,ttl.maininfl.branch,branch.basalbranch,days.to.collect,days.to.bolt,days.to.flower,collection.age,days.to.mature,ttl.branch,fruit.num,flw.num,aborted.fruits,flw.buds,above.ground.mass.g,plant.age,locus,PAC_count,PAC_count_neg,PAC_count_pos,mean_PAC_insert_dist,mean_PAC_insert_dist_pos,mean_PAC_insert_dist_neg,PAC_strand_group
phytometer,,,CS22617,NA,phytometer,,IAA,21d,2,1,L,9,119,19,n,2,45.9643,1.597,10,5,3,0.447,0.601,0.035,8,7.514088917,9.392611146,5.635566688,NA,NA,1.068,4.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS70000,NA,phytometer,,IAA,21d,2,1,M,3,123,20.5,n,3,56.7563,3.999,NA,11,0,NA,0.174,0,11,4.126031508,8.252063016,0,NA,NA,1.265,6.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
ARF4,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,control,21d,1,1,M,10,130,26.7,y,3,65.261,4.747,NA,5,6,NA,1.532,1.421,11,3.475879503,3.159890457,3.791868549,NA,NA,0.593,10.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G60450,10,10,0,2728.1,NA,2728.1,-
phytometer,,,CS22647,NA,phytometer,,control,21d,1,1,N,1,131,24.2,n,3,34.7178,2.519,NA,2,0,NA,0.372,0,2,1.190948789,2.381897578,0,NA,NA,0.418,5.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
SUR1,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,control,21d,1,1,N,5,135,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
phytometer,,,CS22636,NA,phytometer,,control,21d,2,1,N,7,137,27.5,y,3,119.5859,5.05,NA,3,2,NA,0.828,0.684,5,1.485148515,1.782178218,1.188118812,NA,NA,1.098,17.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22658,NA,phytometer,,control,21d,2,1,O,1,141,30.3,y,3,70.1166,5.238,NA,8,6,NA,0.11,0.456,14,4.009163803,4.581901489,3.436426117,NA,NA,0.905,12.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
LAX2,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,IAA,21d,2,1,O,5,145,23.7,n,3,93.2353,4.297,NA,13,5,NA,1.034,0.313,18,6.283453572,9.076099604,3.49080754,NA,NA,1.371,6.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G21050,1,0,1,1535,1535,NA,+
SUR1,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,21d,2,1,O,6,146,20.3,n,3,79.1047,3.891,NA,11,7,NA,0.412,0.187,18,6.939090208,8.481110254,5.397070162,NA,NA,1.124,5.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
phytometer,,,CS22617,NA,phytometer,,control,21d,1,1,O,7,147,26.1,n,3,94.2945,5.881,NA,11,12,NA,0.283,0.878,23,5.86634926,5.611290597,6.121407924,NA,NA,1.372,9.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,IAA,21d,1,1,O,8,148,22.2,n,3,76.2591,2.265,NA,10,6,NA,1.269,0.295,16,10.59602649,13.24503311,7.947019868,NA,NA,1.026,5.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G80390,2,2,0,NA,NA,NA,-
ARF1,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,control,21d,2,1,O,9,149,23.8,y,3,96.8649,5.776,NA,12,10,NA,0.459,0.25,22,5.713296399,6.232686981,5.193905817,NA,NA,0.938,9.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,21d,1,1,O,10,150,21.8,n,3,82.4895,2.383,NA,11,3,NA,0.124,0.015,14,8.812421318,13.84809064,3.776751993,NA,NA,0.91,5.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,IAA,21d,1,1,P,1,151,27.1,n,3,115.099,4.4,NA,10,8,NA,0.283,0.458,18,6.136363636,6.818181818,5.454545455,NA,NA,1.09,9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G15580,1,1,0,465,NA,465,-
phytometer,,,CS22617,NA,phytometer,,IAA,21d,1,1,P,3,153,21.9,n,2,57.9689,3.969,NA,12,10,NA,0.444,0.207,22,8.314436886,9.070294785,7.558578987,NA,NA,0.684,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
PIN8,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,control,21d,1,1,P,4,154,20.9,y,3,80.3468,4.51,NA,5,7,NA,1.755,0.246,12,3.99113082,3.32594235,4.65631929,NA,NA,0.978,10.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G15100,0,0,0,NA,NA,NA,NA
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,21d,2,1,P,5,155,25.2,n,3,144.6965,4.898,NA,13,2,NA,1.286,0.781,15,4.593711719,7.962433646,1.224989792,NA,NA,1.39,6.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,21d,1,1,P,7,157,23,y,2,83.7367,4.842,10,7,1,1.702,1.399,0.777,8,2.478314746,4.337050805,0.619578686,NA,NA,0.853,9.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G57420,1,0,1,899,899,NA,+
ARF1,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,IAA,21d,1,1,P,9,159,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
phytometer,,,CS22636,NA,phytometer,,IAA,21d,1,1,Q,1,161,24.1,n,3,59.3898,2.916,NA,11,5,NA,0.843,0.142,16,8.230452675,11.31687243,5.144032922,NA,NA,0.606,3.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,control,21d,1,1,Q,3,163,18.5,y,3,39.9813,4.908,NA,4,3,NA,0.423,0.022,7,2.139364303,2.444987775,1.833740831,NA,NA,0.537,6.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G80390,2,2,0,NA,NA,NA,-
phytometer,,,CS22636,NA,phytometer,,control,21d,1,1,Q,4,164,21.4,y,3,29.9684,3.04,NA,6,1,NA,0.401,0.2,7,3.453947368,5.921052632,0.986842105,NA,NA,0.587,21.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22636,NA,phytometer,,control,21d,1,1,Q,4,164,21.4,y,3,29.9684,4.697,NA,18,4,NA,0.074,0.079,22,7.025761124,11.49670002,2.554822227,NA,NA,0.587,21.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,21d,2,1,Q,6,166,26.8,y,2,156.8618,5.619,9,5,9,1.326,1.14,0.71,14,3.737319808,2.669514148,4.805125467,NA,NA,1.28,15.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G57420,1,0,1,899,899,NA,+
ARF14,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,IAA,21d,1,1,Q,8,168,22,n,2,80.2845,3.841,26,6,0,1.198,0.175,0,6,2.343139807,4.686279615,0,NA,NA,0.928,5.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G35540,4,0,4,1762,1762,NA,+
phytometer,,,CS22617,NA,phytometer,,control,21d,3,1,Q,9,169,27.7,y,3,172.1208,4.793,NA,8,11,NA,0.821,0.257,19,5.9461715,5.007302316,6.885040684,NA,NA,2.172,22.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
ARF11,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,control,21d,4,1,Q,10,170,23.4,y,3,54.9818,4.626,NA,6,5,NA,0.397,0.637,11,3.566796368,3.891050584,3.242542153,NA,NA,1.058,9.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G46530,4,0,4,1351,1351,NA,+
phytometer,,,CS22647,NA,phytometer,,control,21d,4,1,R,4,174,24.6,n,2,65.053,5.639,14,9,11,2.16,0.269,0.194,20,5.320092215,4.788082993,5.852101436,NA,NA,0.74,9.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,IAA,21d,4,1,R,5,175,22.3,n,3,134.715,4.339,NA,8,5,NA,0.805,0.69,13,4.49412307,5.531228394,3.457017746,NA,NA,1.146,6.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
phytometer,,,CS22596,NA,phytometer,,control,21d,3,1,R,6,176,17.8,n,3,25.4292,3.801,NA,6,3,NA,0.658,0.047,9,3.551696922,4.735595896,2.367797948,NA,NA,0.479,6.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
SUR1,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,21d,4,1,R,8,178,20.9,n,3,51.1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397,2.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
phytometer,,,CS70000,NA,phytometer,,IAA,21d,4,1,R,9,179,21.2,n,3,150.11,5.323,NA,16,4,NA,0.79,0.253,20,5.635919594,9.017471351,2.254367838,NA,NA,1.223,6.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22658,NA,phytometer,,control,21d,3,1,R,10,180,20.2,y,2,42.9736,3.478,8,1,4,1.809,1.446,1.147,5,2.156411731,0.862564692,3.450258769,NA,NA,0.524,6.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22658,NA,phytometer,,control,21d,4,1,S,2,182,34.1,y,3,173.493,5.225,NA,8,10,NA,1.369,0.408,18,5.167464115,4.593301435,5.741626794,NA,NA,1.957,15.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
AFB3,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,IAA,21d,3,1,S,5,185,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G12820,11,11,0,NA,NA,NA,-
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,control,21d,4,1,S,6,186,28.6,y,3,87.8218,3.363,NA,5,6,NA,1.925,0.402,11,4.906333631,4.460303301,5.352363961,NA,NA,0.922,11.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
phytometer,,,CS22636,NA,phytometer,,control,21d,4,1,T,1,191,24.6,y,3,55.3544,2.091,NA,3,0,NA,0.124,0,3,2.152080344,4.304160689,0,NA,NA,0.949,13.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
AFB3,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,control,21d,4,1,T,3,193,22.8,n,4,65.1484,5.401,NA,10,7,NA,0.648,0.028,17,4.721347899,5.554526939,3.888168858,NA,NA,0.46,4.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G12820,11,11,0,NA,NA,NA,-
PIN7,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,21d,3,1,T,4,194,26.8,n,3,86.4569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,4.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
SUR1,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,control,21d,3,1,T,6,196,26.6,y,2,122.9303,5.175,9,8,9,4.112,0.732,0.479,17,4.927536232,4.637681159,5.217391304,NA,NA,1.115,13.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
phytometer,,,CS22636,NA,phytometer,,control,21d,3,1,T,7,197,23.6,y,2,47.6796,4.116,7,7,5,1.756,0.969,0.981,12,4.373177843,5.102040816,3.644314869,NA,NA,0.51,7.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS70000,NA,phytometer,,control,21d,3,1,T,9,199,27.1,y,3,101.9672,4.38,NA,8,6,NA,0.043,0.034,14,4.794520548,5.479452055,4.109589041,NA,NA,1.371,13.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,21d,4,2,A,3,203,24.9,n,4,86.5433,4.617,NA,13,13,NA,0.555,0.839,26,8.447043535,8.447043535,8.447043535,NA,NA,0.614,4.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
phytometer,,,CS70000,NA,phytometer,,IAA,21d,3,2,A,9,209,22.5,n,3,189.4477,8.038,NA,19,11,NA,0.502,0.288,30,5.598407564,7.091316248,4.10549888,NA,NA,1.383,6.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,IAA,21d,4,2,A,10,210,29.5,n,3,166.2012,4.679,NA,14,12,NA,1.015,0.037,26,8.335114341,8.976276982,7.693951699,NA,NA,1.625,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G80390,2,2,0,NA,NA,NA,-
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,21d,3,2,B,4,214,22.8,y,3,165.0104,6.434,NA,11,14,NA,1.734,0.429,25,5.828411564,5.129002176,6.527820951,NA,NA,1.582,10.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G15580,1,1,0,465,NA,465,-
ARF14,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,IAA,21d,3,2,B,5,215,23.5,n,2,103.1142,4.44,NA,11,7,NA,1.195,0.033,18,6.081081081,7.432432432,4.72972973,NA,NA,1.191,6.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G35540,4,0,4,1762,1762,NA,+
PIN8,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,21d,3,2,B,6,216,22.3,n,3,142.9064,6.078,NA,13,11,NA,1.182,0.82,24,5.923000987,6.416584403,5.429417572,NA,NA,1.143,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G15100,0,0,0,NA,NA,NA,NA
phytometer,,,CS22647,NA,phytometer,,IAA,21d,3,2,B,8,218,25.5,n,3,54.0962,4.165,NA,15,11,NA,0.187,0.757,26,9.363745498,10.80432173,7.923169268,NA,NA,0.858,5.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,IAA,21d,3,2,B,9,219,25.2,n,3,126.2717,5.943,NA,12,3,NA,0.374,0.035,15,3.785966683,6.057546694,1.514386673,NA,NA,1.208,8.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G57420,1,0,1,899,899,NA,+
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,IAA,21d,3,2,B,10,220,23.3,n,3,130.057,5.989,NA,31,8,NA,0.663,0.479,39,9.767907831,15.52846886,4.007346802,NA,NA,1.08,7.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
LAX2,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,control,21d,3,2,C,1,221,22.7,y,2,97.8648,3.575,6,8,6,2.844,0.125,0.07,14,5.874125874,6.713286713,5.034965035,NA,NA,0.734,9.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G21050,1,0,1,1535,1535,NA,+
phytometer,,,CS22658,NA,phytometer,,IAA,21d,4,2,C,2,222,22.4,n,3,130.7949,6.025,NA,11,6,NA,0.956,1.05,17,4.232365145,5.477178423,2.987551867,NA,NA,1.172,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22636,NA,phytometer,,IAA,21d,4,2,C,3,223,22.4,n,3,87.8893,4.496,NA,7,3,NA,1.719,0.57,10,3.336298932,4.670818505,2.001779359,NA,NA,1.058,7.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22617,NA,phytometer,,IAA,21d,4,2,C,4,224,20.4,n,2,48.1372,2.807,NA,5,13,NA,0.736,0.294,18,9.618810118,5.343783399,13.89383684,NA,NA,0.627,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22617,NA,phytometer,,IAA,21d,3,2,C,6,226,10.5,n,4,32.5736,5.01,21,12,0,2.753,0.332,0,12,3.592814371,7.185628743,0,NA,NA,0.14,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22617,NA,phytometer,,IAA,21d,3,2,C,6,226,10.5,n,4,32.5736,4.392,NA,7,0,NA,0.371,0,7,2.390710383,4.781420765,0,NA,NA,0.14,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22617,NA,phytometer,,IAA,21d,3,2,C,6,226,10.5,n,4,23.4719,5.01,21,12,0,2.753,0.332,0,12,3.592814371,7.185628743,0,NA,NA,0.14,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22617,NA,phytometer,,IAA,21d,3,2,C,6,226,10.5,n,4,23.4719,4.392,NA,7,0,NA,0.371,0,7,2.390710383,4.781420765,0,NA,NA,0.14,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
IAA8,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,IAA,21d,4,2,C,8,228,24.8,n,3,153.8582,4.559,NA,9,13,NA,1.255,0.174,22,7.23842948,5.922351393,8.554507567,NA,NA,1.655,10.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
phytometer,,,CS22658,NA,phytometer,,IAA,21d,3,2,C,9,229,20.2,n,3,123.7068,3.663,NA,12,13,NA,0.412,0.219,25,10.23751024,9.828009828,10.64701065,NA,NA,0.878,5.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
ARF4,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,IAA,21d,4,2,C,10,230,15.9,n,3,86.231,4.918,NA,10,6,NA,0.795,0.803,16,4.880032534,6.100040667,3.6600244,NA,NA,0.557,2.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G60450,10,10,0,2728.1,NA,2728.1,-
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,control,21d,4,2,D,1,231,23.1,y,2,130.0126,3.388,7,9,7,4.066,1.384,1.06,16,7.083825266,7.969303424,6.198347107,NA,NA,0.87,10.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G80390,2,2,0,NA,NA,NA,-
